"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1302496","DRIVER","2deb9b4b81a6165450b7352e0b9d888c1b651400500e875cdd9419ca2b3e92ad36aae95f19b23956018c9fb5c7c4711757a58bcb94662144c6c40a3e7ed773d2",,"1236942","2022-03-21T11:00:00.000",,"OMAHA","NB","68107","M","57","NB","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1302746","DRIVER","3ca96295114a15f4457f41a2cd74b2d44912aeb5807b56bba34f3f255628a189a1c14c06022dd60f98c677f4d4d83d97bc2ae0e8cfb87841759190d245adcf99",,"1237170","2022-03-21T11:00:00.000",,"CHICAGO","IL","60647","M","35","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302747","DRIVER","3ca96295114a15f4457f41a2cd74b2d44912aeb5807b56bba34f3f255628a189a1c14c06022dd60f98c677f4d4d83d97bc2ae0e8cfb87841759190d245adcf99",,"1237174","2022-03-21T11:00:00.000",,"LEMONT","IL","60439","F","26","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302509","DRIVER","9250e4c7082d3adaf2aa0e743fdfe0de05ba9337d2e7a0e5075ccb38a6b1679fca6678c2780a26a674fb6e0c0ce5bf74b25d4f980adca2caa2b45d218e3080cf",,"1236952","2022-03-21T11:00:00.000",,,,,"M",,"IN",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302510","DRIVER","9250e4c7082d3adaf2aa0e743fdfe0de05ba9337d2e7a0e5075ccb38a6b1679fca6678c2780a26a674fb6e0c0ce5bf74b25d4f980adca2caa2b45d218e3080cf",,"1236948","2022-03-21T11:00:00.000",,,,,"F",,"IL",,"SAFETY BELT USED","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P289951","PASSENGER","9250e4c7082d3adaf2aa0e743fdfe0de05ba9337d2e7a0e5075ccb38a6b1679fca6678c2780a26a674fb6e0c0ce5bf74b25d4f980adca2caa2b45d218e3080cf",,"1236948","2022-03-21T11:00:00.000","3",,"IL",,"F",,,,"SAFETY BELT USED","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302476","DRIVER","c1f3b615afa37c0aa5bc899d414c2d3d5234ba7d789340ebc58a84eaed6309c8ec070cb2c6c2f897e56d841454c1b5cd765435a62f5b5268d2df2997cf12c610",,"1236920","2022-03-21T11:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303219","DRIVER","d6fc7a7494a699a5702bbd6111e5a85e608bf6f1e862115053981e24dd8b11cc71ec0486a71a1b554de8b1fb85bfec427a6b4441de9b2d9a9805eee39a567889",,"1237619","2022-03-21T11:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302491","DRIVER","e911f4d72af6756871859abf9fc6167dacd721ea8ec825bf38a79399229ce09dbe2f0786e440e16fc6a70ce874fb07e90a7882711ce183a0879a776688c1e823",,"1236929","2022-03-21T11:00:00.000",,"CHICAGO","IL","60632","M","48","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302478","DRIVER","19e27367030e64db820f997b4ab5276e2a042ca382d883e0587117729325866e5d028fa14a8d9e1540d8b75b65ac27c14885ad151276141ccd3be23639f0da6c",,"1236921","2022-03-21T10:30:00.000",,"LAKE IN THE HILLS","IL","60156","M","26","IL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302479","DRIVER","19e27367030e64db820f997b4ab5276e2a042ca382d883e0587117729325866e5d028fa14a8d9e1540d8b75b65ac27c14885ad151276141ccd3be23639f0da6c",,"1236930","2022-03-21T10:30:00.000",,"CHICAGO","IL","60641","F","41","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302465","DRIVER","a1882dde4467f4e1fb3867d7364c0b5deeb5e9c04ee80d24b82ffcbe5801c728a3b429fbe8a1b1ca3dcf0b48209ac1ad38b7212edb69f2ed082f8d0b4afc2ca5",,"1236907","2022-03-21T10:30:00.000",,"CHICAGO","IL",,"F","35","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302507","DRIVER","f99afea392b9ab3b57673ee15581a8a6179720be5df6472729574433b631f4f3a36b208beeaae8d3a577310091d02ecde364fcd8cf7b5d9194fd0768812f54f5",,"1236936","2022-03-21T10:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302551","DRIVER","f07d33ce02713695e34a29dc95f868538e90422e76132768f129f99f9eb1217842b2153c13063cd7ce62905a9fbfa610d88f652c59ee8b09aa89100718e68592",,"1236990","2022-03-21T10:15:00.000",,,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302552","DRIVER","f07d33ce02713695e34a29dc95f868538e90422e76132768f129f99f9eb1217842b2153c13063cd7ce62905a9fbfa610d88f652c59ee8b09aa89100718e68592",,"1237000","2022-03-21T10:15:00.000",,"CHICAGO","IL","60623","F","26","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P289961","PASSENGER","f07d33ce02713695e34a29dc95f868538e90422e76132768f129f99f9eb1217842b2153c13063cd7ce62905a9fbfa610d88f652c59ee8b09aa89100718e68592",,"1236990","2022-03-21T10:15:00.000","3",,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302464","DRIVER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000",,"CHICAGO","IL",,"F","53","IL","B","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302475","DRIVER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236915","2022-03-21T10:05:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P289944","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","3",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289945","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","4",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289946","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","5",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289947","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","6",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289948","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","7",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289949","PASSENGER","1242ba3cc4132f9d8fa208a7211e45d8b2d1948194d127e3f9045a68da1804448684d9aeda4fdfe80a633b6cd830b567d8ca8d46839ba471f44d393cec0f2b69",,"1236928","2022-03-21T10:05:00.000","10",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303097","DRIVER","07dfe15f5e1182123a219b15d2c3a5b9cc30f6e9d7350ebfc25d5057c990666bb163b8b5d503b76a47f28eed743ac4f0baafdae3d060fc088f61af59276b8ed8",,"1237525","2022-03-21T10:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302456","DRIVER","1cb9a0c5aa81871c15a835d08e9d64e7cefde6fb457638981337be94b086e826164ed6e9bcdc4f6a2cb6322210999e36974be9517fa1a62e7589858a6bc5f773",,"1236892","2022-03-21T09:45:00.000",,"SUMMIT","IL","60501","F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302457","DRIVER","1cb9a0c5aa81871c15a835d08e9d64e7cefde6fb457638981337be94b086e826164ed6e9bcdc4f6a2cb6322210999e36974be9517fa1a62e7589858a6bc5f773",,"1236899","2022-03-21T09:45:00.000",,"CHICAGO","IL","60632","F","45","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289937","PASSENGER","1cb9a0c5aa81871c15a835d08e9d64e7cefde6fb457638981337be94b086e826164ed6e9bcdc4f6a2cb6322210999e36974be9517fa1a62e7589858a6bc5f773",,"1236892","2022-03-21T09:45:00.000","6",,,,"F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302454","DRIVER","819a813eb13e62a4f1367c703401f1138b836f700fb5fb2e8062531b32c61c4aea4c90d7b29c9bb8f21ecfaaa445a5f6f32647a0b94fed842018190da9bbfd6e",,"1236891","2022-03-21T09:45:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302455","DRIVER","819a813eb13e62a4f1367c703401f1138b836f700fb5fb2e8062531b32c61c4aea4c90d7b29c9bb8f21ecfaaa445a5f6f32647a0b94fed842018190da9bbfd6e",,"1236898","2022-03-21T09:45:00.000",,"CHICAGO","IL","60651","M","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302447","DRIVER","d1d24d63d7a03c8c097d563dfec1cc1b0fe4e31016f956fbc782b2143a733e6effe82e8406fcf034600357cf96b0dbe8a2be87b775bb40bb86d5a61744fb17bf",,"1236889","2022-03-21T09:45:00.000",,"HIGHLAND BEACH","FL","33487","M","52","FL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302511","DRIVER","c6ad68950463fe14d8ebb6000a33c787e385838a7f5a386267b8c26efc2bc9abf6b0e48763349002bc73ccc50dfbfe36d9cc7f07b71ec1a1e97283bad5506808",,"1236945","2022-03-21T09:35:00.000",,"CHICAGO","IL","60651","F","54",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302512","DRIVER","c6ad68950463fe14d8ebb6000a33c787e385838a7f5a386267b8c26efc2bc9abf6b0e48763349002bc73ccc50dfbfe36d9cc7f07b71ec1a1e97283bad5506808",,"1236951","2022-03-21T09:35:00.000",,"WORTHINGTON","MN","66187","M","23","MN","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302452","DRIVER","cd2303d9cb3a813dc68903b4b001f6020cb7a5c2367994bc0b09ffb3b67a5638a17642012b7a24f2f859fe6efd4da7503088f8f7ac8267361d0b0b27c49200cd",,"1236896","2022-03-21T09:30:00.000",,"SOLON","OH","44139","M","29","OH","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302453","DRIVER","cd2303d9cb3a813dc68903b4b001f6020cb7a5c2367994bc0b09ffb3b67a5638a17642012b7a24f2f859fe6efd4da7503088f8f7ac8267361d0b0b27c49200cd",,"1236903","2022-03-21T09:30:00.000",,"DES PLAINES","IL","60016","M","54",,"D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302482","DRIVER","a796bbce89786b7060dd68565eaa3f6ebf5d052980042b210449f31f864d2279041dc75bbaca30b4c7974ba9f4485c6d51cdf2db546cb58dd647f748aa17e68f",,"1236926","2022-03-21T09:20:00.000",,"CHICAGO","IL","60623","M","30","IL","A","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302483","DRIVER","a796bbce89786b7060dd68565eaa3f6ebf5d052980042b210449f31f864d2279041dc75bbaca30b4c7974ba9f4485c6d51cdf2db546cb58dd647f748aa17e68f",,"1236937","2022-03-21T09:20:00.000",,"CHICAGO","IL","60659","M","71","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302419","DRIVER","f3bf11e3b3fa4cbb82751a3f87cffc03a3625f31a40f59f78551403a0d2b5ecbd0c951bfe9075be804bd3cf424aa3f0402bee913b55368ae5cde5fd640fc2a60",,"1236852","2022-03-21T09:14:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302420","DRIVER","f3bf11e3b3fa4cbb82751a3f87cffc03a3625f31a40f59f78551403a0d2b5ecbd0c951bfe9075be804bd3cf424aa3f0402bee913b55368ae5cde5fd640fc2a60",,"1236858","2022-03-21T09:14:00.000",,"CHICAGO","IL",,"F","60","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289928","PASSENGER","f3bf11e3b3fa4cbb82751a3f87cffc03a3625f31a40f59f78551403a0d2b5ecbd0c951bfe9075be804bd3cf424aa3f0402bee913b55368ae5cde5fd640fc2a60",,"1236858","2022-03-21T09:14:00.000","3","CHICAGO","IL","60621","F","40",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289929","PASSENGER","f3bf11e3b3fa4cbb82751a3f87cffc03a3625f31a40f59f78551403a0d2b5ecbd0c951bfe9075be804bd3cf424aa3f0402bee913b55368ae5cde5fd640fc2a60",,"1236858","2022-03-21T09:14:00.000","4","CHICAGO","IL","60621","F","18",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302435","DRIVER","4c9f0a40a02c70a313bd4383fcb0c77246c24c500a5762745a748e2cf866a19a54c8db1735b69f4d074fa1c873b9fdb82aa4582afb0c81eacb21b5604ef4e640",,"1236880","2022-03-21T09:10:00.000",,"CHIACGO","IL","60628","M","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302444","DRIVER","4c9f0a40a02c70a313bd4383fcb0c77246c24c500a5762745a748e2cf866a19a54c8db1735b69f4d074fa1c873b9fdb82aa4582afb0c81eacb21b5604ef4e640",,"1236886","2022-03-21T09:10:00.000",,"CICERO","IL","60804","M","36","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302437","DRIVER","faad890130fe93685b3cce454bd6a1d2f8d7a234da5cb6265d9411e614f8587b8a10689bdb5d170235e443c561a9c045d882fb134113969390cee468d8c64ab4",,"1236887","2022-03-21T09:10:00.000",,"BERWYN","IL","60402","F","28","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA",,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302438","DRIVER","faad890130fe93685b3cce454bd6a1d2f8d7a234da5cb6265d9411e614f8587b8a10689bdb5d170235e443c561a9c045d882fb134113969390cee468d8c64ab4",,"1236890","2022-03-21T09:10:00.000",,"CHICAGO","IL","60629","M","25","IL","C","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302460","DRIVER","7e10eed41427e73c183126e9bf8ad75ff3dd3dee029dd3232d64cbea362d499b48724ca223b5e4e67fe0d51b9dbb52b81f23b672ef9dde4d62286c3c26b69028",,"1236908","2022-03-21T09:09:00.000",,"CHICAGO","IL","60625","F","26","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302461","DRIVER","7e10eed41427e73c183126e9bf8ad75ff3dd3dee029dd3232d64cbea362d499b48724ca223b5e4e67fe0d51b9dbb52b81f23b672ef9dde4d62286c3c26b69028",,"1236914","2022-03-21T09:09:00.000",,"SKOKIE","IL","60076","M","59","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","REFUSED MEDICAL",,,"TOO FAST FOR CONDITIONS","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P289942","PASSENGER","7e10eed41427e73c183126e9bf8ad75ff3dd3dee029dd3232d64cbea362d499b48724ca223b5e4e67fe0d51b9dbb52b81f23b672ef9dde4d62286c3c26b69028",,"1236908","2022-03-21T09:09:00.000","3","CHICAGO","IL","60660","F","21",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289943","PASSENGER","7e10eed41427e73c183126e9bf8ad75ff3dd3dee029dd3232d64cbea362d499b48724ca223b5e4e67fe0d51b9dbb52b81f23b672ef9dde4d62286c3c26b69028",,"1236908","2022-03-21T09:09:00.000","4","CHICAGO","IL","60625","F","5",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302423","DRIVER","5c7ff3ba44db599d2a7405299173e7b828377ae3be5d58d3b7a2a0c789b43d9d03e7c88b4c36af966636c4bd9218b5db694e13aaca3259a7440ee3bc4f196deb",,"1236876","2022-03-21T09:00:00.000",,"CHICAGO","IL","60653","F","81","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302424","DRIVER","5c7ff3ba44db599d2a7405299173e7b828377ae3be5d58d3b7a2a0c789b43d9d03e7c88b4c36af966636c4bd9218b5db694e13aaca3259a7440ee3bc4f196deb",,"1236864","2022-03-21T09:00:00.000",,"CHICAGO","IL","60617","M","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303093","DRIVER","2bb25df49f5e057df8c60bea56c82ed179a6fba3c8c7097c214870eb641d28e7f332413161c6023fac94689883f76aef43e83a3b76bba046711535b3112f95b1",,"1237508","2022-03-21T08:50:00.000",,"CHICAGO","IL","60623","M","51",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302433","DRIVER","7ad9eed1523374188474f679368ebbf627c2df25b9a3a43e79f6cc05e244edcfae04c65e001160cef5f8d909740da49b8063c30689f2cdb36abfd76c080be336",,"1236881","2022-03-21T08:50:00.000",,"CLEWISTON","FL","33440","M","72","FL","A","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P289931","PASSENGER","7ad9eed1523374188474f679368ebbf627c2df25b9a3a43e79f6cc05e244edcfae04c65e001160cef5f8d909740da49b8063c30689f2cdb36abfd76c080be336",,"1236885","2022-03-21T08:50:00.000","1",,,,"M","55",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302432","DRIVER","e1bdd2f4e809dfecd3b24db5cc7e43998a3f2aecadfd7ac0c0d509da4ca35d1817093312e900873c01d3f3380875d43c3f6dbd11feb82164dfe19746fc359e48",,"1236878","2022-03-21T08:50:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302446","PEDESTRIAN","e1bdd2f4e809dfecd3b24db5cc7e43998a3f2aecadfd7ac0c0d509da4ca35d1817093312e900873c01d3f3380875d43c3f6dbd11feb82164dfe19746fc359e48",,,"2022-03-21T08:50:00.000",,"CHICAGO","IL",,"M","11",,,,,,"NONINCAPACITATING INJURY","ST. FRANCIS","AMB 56",,"NONE",,"NORMAL","CROSSING - NO CONTROLS (NOT AT INTERSECTION)","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1302399","DRIVER","2ecad06d7d2d886664f9b2ab2795879e6f6e59ca74e2dab3b7d5bc7f74fe59871d5f00bd93b551058e689f1b4c14ad0535c4b06904f7ea9172f7fb88bf89169e",,"1236870","2022-03-21T08:48:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302400","DRIVER","2ecad06d7d2d886664f9b2ab2795879e6f6e59ca74e2dab3b7d5bc7f74fe59871d5f00bd93b551058e689f1b4c14ad0535c4b06904f7ea9172f7fb88bf89169e",,"1236844","2022-03-21T08:48:00.000",,"OLYMPIA FIELDS","IL","60461","F","66","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302425","DRIVER","5cd67ec30598e81990e176e1ed2d221e5d9dc5f866fa84727c9f3e97d677dd2f6f8f3daff1d506b198a10cd664c98d505b41c3b8281db7154534c4ff3e62e5e9",,"1236871","2022-03-21T08:45:00.000",,"CHICAGO","IL","60644","F","19","NB",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302426","DRIVER","5cd67ec30598e81990e176e1ed2d221e5d9dc5f866fa84727c9f3e97d677dd2f6f8f3daff1d506b198a10cd664c98d505b41c3b8281db7154534c4ff3e62e5e9",,"1236879","2022-03-21T08:45:00.000",,"FRANKLIN PARK","IL","60131","M","42","IL","C","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302517","DRIVER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236954","2022-03-21T08:45:00.000",,"CHICAGO","IL","60643","F","32","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302518","DRIVER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236955","2022-03-21T08:45:00.000",,"CHICAGO","IL","60628","F","46","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P289952","PASSENGER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236954","2022-03-21T08:45:00.000","2",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
